	X.X	Y.Y
('C-250581_BALBc-1_X01_Y01_429_943', 'Cell Type: NK cells')	429	1057
('C-250674_BALBc-1_X01_Y01_50_964', 'Cell Type: NK cells')	50	1036
('C-250678_BALBc-1_X01_Y01_502_97', 'Cell Type: NK cells')	502	1903
('C-250680_BALBc-1_X01_Y01_503_67', 'Cell Type: NK cells')	503	1933
('C-250764_BALBc-1_X01_Y01_553_711', 'Cell Type: NK cells')	553	1289
('C-250848_BALBc-1_X01_Y01_599_852', 'Cell Type: NK cells')	599	1148
('C-251002_BALBc-1_X01_Y01_697_873', 'Cell Type: NK cells')	697	1127
('C-251101_BALBc-1_X01_Y01_753_109', 'Cell Type: NK cells')	753	1891
('C-251160_BALBc-1_X01_Y01_787_801', 'Cell Type: NK cells')	787	1199
('C-251184_BALBc-1_X01_Y01_814_594', 'Cell Type: NK cells')	814	1406
('C-251190_BALBc-1_X01_Y01_818_828', 'Cell Type: NK cells')	818	1172
('C-251235_BALBc-1_X01_Y01_842_609', 'Cell Type: NK cells')	842	1391
('C-251427_BALBc-1_X01_Y01_955_108', 'Cell Type: NK cells')	955	1892
('C-251589_BALBc-1_X01_Y01_1064_805', 'Cell Type: noid')	1064	1195
('C-251612_BALBc-1_X01_Y01_1083_560', 'Cell Type: noid')	1083	1440
('C-251627_BALBc-1_X01_Y01_1094_868', 'Cell Type: noid')	1094	1132
('C-251880_BALBc-1_X01_Y01_1276_460', 'Cell Type: noid')	1276	1540
('C-251958_BALBc-1_X01_Y01_133_320', 'Cell Type: noid')	133	1680
('C-251969_BALBc-1_X01_Y01_137_787', 'Cell Type: noid')	137	1213
('C-252134_BALBc-1_X01_Y01_25_300', 'Cell Type: noid')	25	1700
('C-252164_BALBc-1_X01_Y01_266_636', 'Cell Type: noid')	266	1364
('C-252168_BALBc-1_X01_Y01_267_151', 'Cell Type: noid')	267	1849
('C-252233_BALBc-1_X01_Y01_305_37', 'Cell Type: noid')	305	1963
('C-252332_BALBc-1_X01_Y01_374_880', 'Cell Type: noid')	374	1120
('C-252347_BALBc-1_X01_Y01_385_287', 'Cell Type: noid')	385	1713
('C-252373_BALBc-1_X01_Y01_397_12', 'Cell Type: noid')	397	1988
('C-252407_BALBc-1_X01_Y01_420_465', 'Cell Type: noid')	420	1535
('C-252493_BALBc-1_X01_Y01_466_75', 'Cell Type: noid')	466	1925
('C-252535_BALBc-1_X01_Y01_488_420', 'Cell Type: noid')	488	1580
('C-252552_BALBc-1_X01_Y01_497_292', 'Cell Type: noid')	497	1708
('C-252557_BALBc-1_X01_Y01_501_623', 'Cell Type: noid')	501	1377
('C-252618_BALBc-1_X01_Y01_55_839', 'Cell Type: noid')	55	1161
('C-252642_BALBc-1_X01_Y01_568_561', 'Cell Type: noid')	568	1439
('C-252943_BALBc-1_X01_Y01_767_259', 'Cell Type: noid')	767	1741
('C-252970_BALBc-1_X01_Y01_787_163', 'Cell Type: noid')	787	1837
('C-253039_BALBc-1_X01_Y01_824_794', 'Cell Type: noid')	824	1206
('C-253092_BALBc-1_X01_Y01_854_944', 'Cell Type: noid')	854	1056
('C-253107_BALBc-1_X01_Y01_861_902', 'Cell Type: noid')	861	1098
('C-253453_BALBc-1_X01_Y01_1151_218', 'Cell Type: plasma cells')	1151	1782
('C-253953_BALBc-1_X01_Y01_579_442', 'Cell Type: plasma cells')	579	1558
('C-253959_BALBc-1_X01_Y01_587_391', 'Cell Type: plasma cells')	587	1609
('C-253982_BALBc-1_X01_Y01_612_477', 'Cell Type: plasma cells')	612	1523
('C-253998_BALBc-1_X01_Y01_631_388', 'Cell Type: plasma cells')	631	1612
('C-254183_BALBc-1_X01_Y01_87_128', 'Cell Type: plasma cells')	87	1872
('C-483_BALBc-1_X02_Y01_735_923', 'Cell Type: CD11c(+) B cells')	2085	1077
('C-511_BALBc-1_X02_Y01_802_130', 'Cell Type: CD11c(+) B cells')	2152	1870
('C-578_BALBc-1_X02_Y01_936_78', 'Cell Type: CD11c(+) B cells')	2286	1922
('C-594_BALBc-1_X02_Y01_967_93', 'Cell Type: CD11c(+) B cells')	2317	1907
('C-727_BALBc-1_X02_Y01_100_250', 'Cell Type: B cells')	1450	1750
('C-920_BALBc-1_X02_Y01_1001_805', 'Cell Type: B cells')	2351	1195
('C-1117_BALBc-1_X02_Y01_1004_49', 'Cell Type: B cells')	2354	1951
('C-1309_BALBc-1_X02_Y01_1006_988', 'Cell Type: B cells')	2356	1012
('C-1701_BALBc-1_X02_Y01_1010_833', 'Cell Type: B cells')	2360	1167
('C-1932_BALBc-1_X02_Y01_1013_860', 'Cell Type: B cells')	2363	1140
('C-1955_BALBc-1_X02_Y01_1014_248', 'Cell Type: B cells')	2364	1752
('C-2025_BALBc-1_X02_Y01_1015_159', 'Cell Type: B cells')	2365	1841
('C-2212_BALBc-1_X02_Y01_1017_633', 'Cell Type: B cells')	2367	1367
('C-2698_BALBc-1_X02_Y01_1022_99', 'Cell Type: B cells')	2372	1901
('C-2934_BALBc-1_X02_Y01_1025_811', 'Cell Type: B cells')	2375	1189
('C-2976_BALBc-1_X02_Y01_1026_488', 'Cell Type: B cells')	2376	1512
('C-3352_BALBc-1_X02_Y01_103_900', 'Cell Type: B cells')	1453	1100
('C-3627_BALBc-1_X02_Y01_1033_729', 'Cell Type: B cells')	2383	1271
('C-3919_BALBc-1_X02_Y01_1037_288', 'Cell Type: B cells')	2387	1712
('C-4041_BALBc-1_X02_Y01_1038_754', 'Cell Type: B cells')	2388	1246
('C-4239_BALBc-1_X02_Y01_1040_415', 'Cell Type: B cells')	2390	1585
('C-4540_BALBc-1_X02_Y01_1044_183', 'Cell Type: B cells')	2394	1817
('C-4583_BALBc-1_X02_Y01_1044_66', 'Cell Type: B cells')	2394	1934
('C-4708_BALBc-1_X02_Y01_1046_353', 'Cell Type: B cells')	2396	1647
('C-4717_BALBc-1_X02_Y01_1046_503', 'Cell Type: B cells')	2396	1497
('C-4778_BALBc-1_X02_Y01_1047_250', 'Cell Type: B cells')	2397	1750
('C-4973_BALBc-1_X02_Y01_1049_643', 'Cell Type: B cells')	2399	1357
('C-5021_BALBc-1_X02_Y01_105_184', 'Cell Type: B cells')	1455	1816
('C-5131_BALBc-1_X02_Y01_1050_723', 'Cell Type: B cells')	2400	1277
('C-5233_BALBc-1_X02_Y01_1052_226', 'Cell Type: B cells')	2402	1774
('C-5349_BALBc-1_X02_Y01_1053_839', 'Cell Type: B cells')	2403	1161
('C-5616_BALBc-1_X02_Y01_1056_980', 'Cell Type: B cells')	2406	1020
('C-5712_BALBc-1_X02_Y01_1058_349', 'Cell Type: B cells')	2408	1651
('C-5723_BALBc-1_X02_Y01_1058_507', 'Cell Type: B cells')	2408	1493
('C-6217_BALBc-1_X02_Y01_1063_382', 'Cell Type: B cells')	2413	1618
('C-6529_BALBc-1_X02_Y01_1067_754', 'Cell Type: B cells')	2417	1246
('C-6591_BALBc-1_X02_Y01_1068_473', 'Cell Type: B cells')	2418	1527
('C-6633_BALBc-1_X02_Y01_1068_843', 'Cell Type: B cells')	2418	1157
('C-7022_BALBc-1_X02_Y01_1072_571', 'Cell Type: B cells')	2422	1429
('C-7059_BALBc-1_X02_Y01_1072_960', 'Cell Type: B cells')	2422	1040
('C-7262_BALBc-1_X02_Y01_1075_334', 'Cell Type: B cells')	2425	1666
('C-7803_BALBc-1_X02_Y01_1081_510', 'Cell Type: B cells')	2431	1490
('C-8504_BALBc-1_X02_Y01_109_960', 'Cell Type: B cells')	1459	1040
('C-8575_BALBc-1_X02_Y01_1090_708', 'Cell Type: B cells')	2440	1292
('C-8689_BALBc-1_X02_Y01_1092_353', 'Cell Type: B cells')	2442	1647
('C-9108_BALBc-1_X02_Y01_1097_627', 'Cell Type: B cells')	2447	1373
('C-9139_BALBc-1_X02_Y01_1098_191', 'Cell Type: B cells')	2448	1809
('C-9234_BALBc-1_X02_Y01_1099_456', 'Cell Type: B cells')	2449	1544
('C-9814_BALBc-1_X02_Y01_1104_657', 'Cell Type: B cells')	2454	1343
('C-9841_BALBc-1_X02_Y01_1104_956', 'Cell Type: B cells')	2454	1044
('C-9888_BALBc-1_X02_Y01_1105_530', 'Cell Type: B cells')	2455	1470
('C-9992_BALBc-1_X02_Y01_1106_822', 'Cell Type: B cells')	2456	1178
('C-10019_BALBc-1_X02_Y01_1107_235', 'Cell Type: B cells')	2457	1765
('C-10132_BALBc-1_X02_Y01_1108_495', 'Cell Type: B cells')	2458	1505
('C-10374_BALBc-1_X02_Y01_1110_694', 'Cell Type: B cells')	2460	1306
('C-10576_BALBc-1_X02_Y01_1113_426', 'Cell Type: B cells')	2463	1574
('C-10601_BALBc-1_X02_Y01_1113_726', 'Cell Type: B cells')	2463	1274
('C-10688_BALBc-1_X02_Y01_1114_902', 'Cell Type: B cells')	2464	1098
('C-10939_BALBc-1_X02_Y01_1118_266', 'Cell Type: B cells')	2468	1734
('C-10988_BALBc-1_X02_Y01_1118_830', 'Cell Type: B cells')	2468	1170
('C-11337_BALBc-1_X02_Y01_1122_571', 'Cell Type: B cells')	2472	1429
('C-11413_BALBc-1_X02_Y01_1123_613', 'Cell Type: B cells')	2473	1387
('C-11498_BALBc-1_X02_Y01_1124_538', 'Cell Type: B cells')	2474	1462
('C-11656_BALBc-1_X02_Y01_1126_662', 'Cell Type: B cells')	2476	1338
('C-11767_BALBc-1_X02_Y01_1128_191', 'Cell Type: B cells')	2478	1809
('C-11839_BALBc-1_X02_Y01_1129_238', 'Cell Type: B cells')	2479	1762
('C-12133_BALBc-1_X02_Y01_1132_128', 'Cell Type: B cells')	2482	1872
('C-12185_BALBc-1_X02_Y01_1132_650', 'Cell Type: B cells')	2482	1350
('C-12327_BALBc-1_X02_Y01_1134_751', 'Cell Type: B cells')	2484	1249
('C-12702_BALBc-1_X02_Y01_1139_494', 'Cell Type: B cells')	2489	1506
('C-12872_BALBc-1_X02_Y01_1140_895', 'Cell Type: B cells')	2490	1105
('C-13105_BALBc-1_X02_Y01_1143_686', 'Cell Type: B cells')	2493	1314
('C-13323_BALBc-1_X02_Y01_1146_697', 'Cell Type: B cells')	2496	1303
('C-13387_BALBc-1_X02_Y01_1147_623', 'Cell Type: B cells')	2497	1377
('C-13636_BALBc-1_X02_Y01_115_870', 'Cell Type: B cells')	1465	1130
('C-13712_BALBc-1_X02_Y01_1150_829', 'Cell Type: B cells')	2500	1171
('C-13747_BALBc-1_X02_Y01_1151_270', 'Cell Type: B cells')	2501	1730
('C-13791_BALBc-1_X02_Y01_1151_786', 'Cell Type: B cells')	2501	1214
('C-13891_BALBc-1_X02_Y01_1153_161', 'Cell Type: B cells')	2503	1839
('C-13893_BALBc-1_X02_Y01_1153_212', 'Cell Type: B cells')	2503	1788
('C-14380_BALBc-1_X02_Y01_1159_66', 'Cell Type: B cells')	2509	1934
('C-14826_BALBc-1_X02_Y01_1164_105', 'Cell Type: B cells')	2514	1895
('C-15075_BALBc-1_X02_Y01_1167_300', 'Cell Type: B cells')	2517	1700
('C-15083_BALBc-1_X02_Y01_1167_377', 'Cell Type: B cells')	2517	1623
('C-15194_BALBc-1_X02_Y01_1168_743', 'Cell Type: B cells')	2518	1257
('C-15334_BALBc-1_X02_Y01_117_883', 'Cell Type: B cells')	1467	1117
('C-15471_BALBc-1_X02_Y01_1171_582', 'Cell Type: B cells')	2521	1418
('C-15630_BALBc-1_X02_Y01_1173_619', 'Cell Type: B cells')	2523	1381
('C-15634_BALBc-1_X02_Y01_1173_634', 'Cell Type: B cells')	2523	1366
('C-15644_BALBc-1_X02_Y01_1173_755', 'Cell Type: B cells')	2523	1245
('C-15706_BALBc-1_X02_Y01_1174_723', 'Cell Type: B cells')	2524	1277
('C-15832_BALBc-1_X02_Y01_1176_472', 'Cell Type: B cells')	2526	1528
('C-16250_BALBc-1_X02_Y01_1180_834', 'Cell Type: B cells')	2530	1166
('C-16261_BALBc-1_X02_Y01_1180_946', 'Cell Type: B cells')	2530	1054
('C-16286_BALBc-1_X02_Y01_1181_398', 'Cell Type: B cells')	2531	1602
('C-16453_BALBc-1_X02_Y01_1183_622', 'Cell Type: B cells')	2533	1378
('C-16460_BALBc-1_X02_Y01_1183_734', 'Cell Type: B cells')	2533	1266
('C-16490_BALBc-1_X02_Y01_1184_20', 'Cell Type: B cells')	2534	1980
('C-16779_BALBc-1_X02_Y01_1188_180', 'Cell Type: B cells')	2538	1820
('C-16869_BALBc-1_X02_Y01_1189_208', 'Cell Type: B cells')	2539	1792
('C-16889_BALBc-1_X02_Y01_1189_451', 'Cell Type: B cells')	2539	1549
('C-16901_BALBc-1_X02_Y01_1189_539', 'Cell Type: B cells')	2539	1461
('C-17048_BALBc-1_X02_Y01_1190_641', 'Cell Type: B cells')	2540	1359
('C-17117_BALBc-1_X02_Y01_1191_556', 'Cell Type: B cells')	2541	1444
('C-17132_BALBc-1_X02_Y01_1191_663', 'Cell Type: B cells')	2541	1337
('C-17336_BALBc-1_X02_Y01_1194_509', 'Cell Type: B cells')	2544	1491
('C-17653_BALBc-1_X02_Y01_1198_693', 'Cell Type: B cells')	2548	1307
('C-17657_BALBc-1_X02_Y01_1198_792', 'Cell Type: B cells')	2548	1208
('C-17668_BALBc-1_X02_Y01_1198_965', 'Cell Type: B cells')	2548	1035
('C-17790_BALBc-1_X02_Y01_12_625', 'Cell Type: B cells')	1362	1375
('C-17829_BALBc-1_X02_Y01_12_949', 'Cell Type: B cells')	1362	1051
('C-17833_BALBc-1_X02_Y01_120_10', 'Cell Type: B cells')	1470	1990
('C-17960_BALBc-1_X02_Y01_1200_621', 'Cell Type: B cells')	2550	1379
('C-18016_BALBc-1_X02_Y01_1201_255', 'Cell Type: B cells')	2551	1745
('C-18096_BALBc-1_X02_Y01_1202_300', 'Cell Type: B cells')	2552	1700
('C-18196_BALBc-1_X02_Y01_1203_578', 'Cell Type: B cells')	2553	1422
('C-18210_BALBc-1_X02_Y01_1203_725', 'Cell Type: B cells')	2553	1275
('C-18259_BALBc-1_X02_Y01_1204_360', 'Cell Type: B cells')	2554	1640
('C-18482_BALBc-1_X02_Y01_1206_858', 'Cell Type: B cells')	2556	1142
('C-18612_BALBc-1_X02_Y01_1208_674', 'Cell Type: B cells')	2558	1326
('C-18710_BALBc-1_X02_Y01_1209_899', 'Cell Type: B cells')	2559	1101
('C-18905_BALBc-1_X02_Y01_1211_658', 'Cell Type: B cells')	2561	1342
('C-19104_BALBc-1_X02_Y01_1214_445', 'Cell Type: B cells')	2564	1555
('C-19264_BALBc-1_X02_Y01_1216_455', 'Cell Type: B cells')	2566	1545
('C-19265_BALBc-1_X02_Y01_1216_472', 'Cell Type: B cells')	2566	1528
('C-19271_BALBc-1_X02_Y01_1216_594', 'Cell Type: B cells')	2566	1406
('C-19288_BALBc-1_X02_Y01_1216_855', 'Cell Type: B cells')	2566	1145
('C-19310_BALBc-1_X02_Y01_1217_258', 'Cell Type: B cells')	2567	1742
('C-19351_BALBc-1_X02_Y01_1217_759', 'Cell Type: B cells')	2567	1241
('C-19674_BALBc-1_X02_Y01_1221_135', 'Cell Type: B cells')	2571	1865
('C-19754_BALBc-1_X02_Y01_1222_168', 'Cell Type: B cells')	2572	1832
('C-19785_BALBc-1_X02_Y01_1222_508', 'Cell Type: B cells')	2572	1492
('C-20247_BALBc-1_X02_Y01_1228_427', 'Cell Type: B cells')	2578	1573
('C-20444_BALBc-1_X02_Y01_1230_254', 'Cell Type: B cells')	2580	1746
('C-20674_BALBc-1_X02_Y01_1232_895', 'Cell Type: B cells')	2582	1105
('C-20684_BALBc-1_X02_Y01_1232_950', 'Cell Type: B cells')	2582	1050
('C-20877_BALBc-1_X02_Y01_1235_619', 'Cell Type: B cells')	2585	1381
('C-21358_BALBc-1_X02_Y01_1241_235', 'Cell Type: B cells')	2591	1765
('C-21512_BALBc-1_X02_Y01_1243_309', 'Cell Type: B cells')	2593	1691
('C-21583_BALBc-1_X02_Y01_1244_275', 'Cell Type: B cells')	2594	1725
('C-21689_BALBc-1_X02_Y01_1245_805', 'Cell Type: B cells')	2595	1195
('C-22019_BALBc-1_X02_Y01_125_269', 'Cell Type: B cells')	1475	1731
('C-22239_BALBc-1_X02_Y01_1252_216', 'Cell Type: B cells')	2602	1784
('C-22243_BALBc-1_X02_Y01_1252_255', 'Cell Type: B cells')	2602	1745
('C-22255_BALBc-1_X02_Y01_1252_348', 'Cell Type: B cells')	2602	1652
('C-22266_BALBc-1_X02_Y01_1252_472', 'Cell Type: B cells')	2602	1528
('C-22548_BALBc-1_X02_Y01_1256_623', 'Cell Type: B cells')	2606	1377
('C-22671_BALBc-1_X02_Y01_1258_136', 'Cell Type: B cells')	2608	1864
('C-22748_BALBc-1_X02_Y01_1259_383', 'Cell Type: B cells')	2609	1617
('C-22787_BALBc-1_X02_Y01_1259_893', 'Cell Type: B cells')	2609	1107
('C-22931_BALBc-1_X02_Y01_1260_924', 'Cell Type: B cells')	2610	1076
('C-23108_BALBc-1_X02_Y01_1263_256', 'Cell Type: B cells')	2613	1744
('C-23139_BALBc-1_X02_Y01_1263_670', 'Cell Type: B cells')	2613	1330
('C-23280_BALBc-1_X02_Y01_1265_648', 'Cell Type: B cells')	2615	1352
('C-23335_BALBc-1_X02_Y01_1266_525', 'Cell Type: B cells')	2616	1475
('C-23348_BALBc-1_X02_Y01_1266_814', 'Cell Type: B cells')	2616	1186
('C-23436_BALBc-1_X02_Y01_1268_124', 'Cell Type: B cells')	2618	1876
('C-23465_BALBc-1_X02_Y01_1268_478', 'Cell Type: B cells')	2618	1522
('C-23570_BALBc-1_X02_Y01_1269_960', 'Cell Type: B cells')	2619	1040
('C-23719_BALBc-1_X02_Y01_1271_19', 'Cell Type: B cells')	2621	1981
('C-23817_BALBc-1_X02_Y01_1272_501', 'Cell Type: B cells')	2622	1499
('C-23834_BALBc-1_X02_Y01_1272_684', 'Cell Type: B cells')	2622	1316
('C-23870_BALBc-1_X02_Y01_1273_191', 'Cell Type: B cells')	2623	1809
('C-23961_BALBc-1_X02_Y01_1274_276', 'Cell Type: B cells')	2624	1724
('C-24129_BALBc-1_X02_Y01_1276_627', 'Cell Type: B cells')	2626	1373
('C-24213_BALBc-1_X02_Y01_1277_743', 'Cell Type: B cells')	2627	1257
('C-24260_BALBc-1_X02_Y01_1278_371', 'Cell Type: B cells')	2628	1629
('C-24435_BALBc-1_X02_Y01_128_859', 'Cell Type: B cells')	1478	1141
('C-24454_BALBc-1_X02_Y01_1280_168', 'Cell Type: B cells')	2630	1832
('C-24523_BALBc-1_X02_Y01_1281_204', 'Cell Type: B cells')	2631	1796
('C-24639_BALBc-1_X02_Y01_1282_936', 'Cell Type: B cells')	2632	1064
('C-24854_BALBc-1_X02_Y01_1285_865', 'Cell Type: B cells')	2635	1135
('C-25171_BALBc-1_X02_Y01_129_327', 'Cell Type: B cells')	1479	1673
('C-25272_BALBc-1_X02_Y01_1290_692', 'Cell Type: B cells')	2640	1308
('C-25330_BALBc-1_X02_Y01_1291_444', 'Cell Type: B cells')	2641	1556
('C-25437_BALBc-1_X02_Y01_1292_824', 'Cell Type: B cells')	2642	1176
('C-25507_BALBc-1_X02_Y01_1293_608', 'Cell Type: B cells')	2643	1392
('C-25576_BALBc-1_X02_Y01_1294_588', 'Cell Type: B cells')	2644	1412
('C-25582_BALBc-1_X02_Y01_1294_704', 'Cell Type: B cells')	2644	1296
('C-25697_BALBc-1_X02_Y01_1296_329', 'Cell Type: B cells')	2646	1671
('C-25710_BALBc-1_X02_Y01_1296_563', 'Cell Type: B cells')	2646	1437
('C-25815_BALBc-1_X02_Y01_1297_976', 'Cell Type: B cells')	2647	1024
('C-25841_BALBc-1_X02_Y01_1298_381', 'Cell Type: B cells')	2648	1619
('C-25946_BALBc-1_X02_Y01_1299_659', 'Cell Type: B cells')	2649	1341
('C-26179_BALBc-1_X02_Y01_1300_765', 'Cell Type: B cells')	2650	1235
('C-26338_BALBc-1_X02_Y01_1302_966', 'Cell Type: B cells')	2652	1034
('C-26563_BALBc-1_X02_Y01_1306_615', 'Cell Type: B cells')	2656	1385
('C-26947_BALBc-1_X02_Y01_1310_844', 'Cell Type: B cells')	2660	1156
('C-26986_BALBc-1_X02_Y01_1311_476', 'Cell Type: B cells')	2661	1524
('C-27217_BALBc-1_X02_Y01_1314_632', 'Cell Type: B cells')	2664	1368
('C-27299_BALBc-1_X02_Y01_1315_692', 'Cell Type: B cells')	2665	1308
('C-27307_BALBc-1_X02_Y01_1315_735', 'Cell Type: B cells')	2665	1265
('C-27466_BALBc-1_X02_Y01_1317_879', 'Cell Type: B cells')	2667	1121
('C-27504_BALBc-1_X02_Y01_1318_405', 'Cell Type: B cells')	2668	1595
('C-27595_BALBc-1_X02_Y01_1319_808', 'Cell Type: B cells')	2669	1192
('C-27599_BALBc-1_X02_Y01_1319_890', 'Cell Type: B cells')	2669	1110
('C-27627_BALBc-1_X02_Y01_132_376', 'Cell Type: B cells')	1482	1624
('C-27677_BALBc-1_X02_Y01_132_918', 'Cell Type: B cells')	1482	1082
('C-27726_BALBc-1_X02_Y01_1320_540', 'Cell Type: B cells')	2670	1460
('C-27814_BALBc-1_X02_Y01_1321_772', 'Cell Type: B cells')	2671	1228
('C-27851_BALBc-1_X02_Y01_1322_496', 'Cell Type: B cells')	2672	1504
('C-27996_BALBc-1_X02_Y01_1324_340', 'Cell Type: B cells')	2674	1660
('C-28090_BALBc-1_X02_Y01_1325_569', 'Cell Type: B cells')	2675	1431
('C-28093_BALBc-1_X02_Y01_1325_603', 'Cell Type: B cells')	2675	1397
('C-28114_BALBc-1_X02_Y01_1325_828', 'Cell Type: B cells')	2675	1172
('C-28137_BALBc-1_X02_Y01_1325_999', 'Cell Type: B cells')	2675	1001
('C-28664_BALBc-1_X02_Y01_1331_725', 'Cell Type: B cells')	2681	1275
('C-28713_BALBc-1_X02_Y01_1332_436', 'Cell Type: B cells')	2682	1564
('C-28759_BALBc-1_X02_Y01_1332_937', 'Cell Type: B cells')	2682	1063
('C-28951_BALBc-1_X02_Y01_1335_663', 'Cell Type: B cells')	2685	1337
('C-29000_BALBc-1_X02_Y01_1336_597', 'Cell Type: B cells')	2686	1403
('C-29507_BALBc-1_X02_Y01_137_977', 'Cell Type: B cells')	1487	1023
('C-29674_BALBc-1_X02_Y01_14_498', 'Cell Type: B cells')	1364	1502
('C-29998_BALBc-1_X02_Y01_143_952', 'Cell Type: B cells')	1493	1048
('C-30482_BALBc-1_X02_Y01_15_575', 'Cell Type: B cells')	1365	1425
('C-30586_BALBc-1_X02_Y01_150_909', 'Cell Type: B cells')	1500	1091
('C-31216_BALBc-1_X02_Y01_159_250', 'Cell Type: B cells')	1509	1750
('C-31389_BALBc-1_X02_Y01_160_546', 'Cell Type: B cells')	1510	1454
('C-31462_BALBc-1_X02_Y01_161_584', 'Cell Type: B cells')	1511	1416
('C-31774_BALBc-1_X02_Y01_166_30', 'Cell Type: B cells')	1516	1970
('C-31790_BALBc-1_X02_Y01_166_464', 'Cell Type: B cells')	1516	1536
('C-32250_BALBc-1_X02_Y01_171_888', 'Cell Type: B cells')	1521	1112
('C-32282_BALBc-1_X02_Y01_172_482', 'Cell Type: B cells')	1522	1518
('C-32442_BALBc-1_X02_Y01_174_956', 'Cell Type: B cells')	1524	1044
('C-32519_BALBc-1_X02_Y01_175_843', 'Cell Type: B cells')	1525	1157
('C-32762_BALBc-1_X02_Y01_179_322', 'Cell Type: B cells')	1529	1678
('C-32908_BALBc-1_X02_Y01_180_240', 'Cell Type: B cells')	1530	1760
('C-33134_BALBc-1_X02_Y01_183_289', 'Cell Type: B cells')	1533	1711
('C-33188_BALBc-1_X02_Y01_183_994', 'Cell Type: B cells')	1533	1006
('C-33296_BALBc-1_X02_Y01_185_49', 'Cell Type: B cells')	1535	1951
('C-33298_BALBc-1_X02_Y01_185_504', 'Cell Type: B cells')	1535	1496
('C-33505_BALBc-1_X02_Y01_188_605', 'Cell Type: B cells')	1538	1395
('C-34197_BALBc-1_X02_Y01_196_898', 'Cell Type: B cells')	1546	1102
('C-34308_BALBc-1_X02_Y01_198_421', 'Cell Type: B cells')	1548	1579
('C-34743_BALBc-1_X02_Y01_203_465', 'Cell Type: B cells')	1553	1535
('C-35154_BALBc-1_X02_Y01_208_938', 'Cell Type: B cells')	1558	1062
('C-35303_BALBc-1_X02_Y01_21_920', 'Cell Type: B cells')	1371	1080
('C-35604_BALBc-1_X02_Y01_214_17', 'Cell Type: B cells')	1564	1983
('C-35670_BALBc-1_X02_Y01_214_814', 'Cell Type: B cells')	1564	1186
('C-35942_BALBc-1_X02_Y01_218_649', 'Cell Type: B cells')	1568	1351
('C-36172_BALBc-1_X02_Y01_221_262', 'Cell Type: B cells')	1571	1738
('C-36246_BALBc-1_X02_Y01_222_326', 'Cell Type: B cells')	1572	1674
('C-36545_BALBc-1_X02_Y01_226_202', 'Cell Type: B cells')	1576	1798
('C-37650_BALBc-1_X02_Y01_24_403', 'Cell Type: B cells')	1374	1597
('C-37845_BALBc-1_X02_Y01_242_283', 'Cell Type: B cells')	1592	1717
('C-37881_BALBc-1_X02_Y01_242_724', 'Cell Type: B cells')	1592	1276
('C-38216_BALBc-1_X02_Y01_246_892', 'Cell Type: B cells')	1596	1108
('C-38269_BALBc-1_X02_Y01_247_736', 'Cell Type: B cells')	1597	1264
('C-38745_BALBc-1_X02_Y01_253_169', 'Cell Type: B cells')	1603	1831
('C-38753_BALBc-1_X02_Y01_253_315', 'Cell Type: B cells')	1603	1685
('C-39430_BALBc-1_X02_Y01_261_492', 'Cell Type: B cells')	1611	1508
('C-39865_BALBc-1_X02_Y01_267_24', 'Cell Type: B cells')	1617	1976
('C-40114_BALBc-1_X02_Y01_27_431', 'Cell Type: B cells')	1377	1569
('C-40196_BALBc-1_X02_Y01_270_639', 'Cell Type: B cells')	1620	1361
('C-40274_BALBc-1_X02_Y01_271_849', 'Cell Type: B cells')	1621	1151
('C-40304_BALBc-1_X02_Y01_272_264', 'Cell Type: B cells')	1622	1736
('C-40412_BALBc-1_X02_Y01_273_730', 'Cell Type: B cells')	1623	1270
('C-40506_BALBc-1_X02_Y01_275_150', 'Cell Type: B cells')	1625	1850
('C-40534_BALBc-1_X02_Y01_275_491', 'Cell Type: B cells')	1625	1509
('C-40859_BALBc-1_X02_Y01_279_657', 'Cell Type: B cells')	1629	1343
('C-41366_BALBc-1_X02_Y01_285_702', 'Cell Type: B cells')	1635	1298
('C-41645_BALBc-1_X02_Y01_289_419', 'Cell Type: B cells')	1639	1581
('C-41692_BALBc-1_X02_Y01_289_977', 'Cell Type: B cells')	1639	1023
('C-41720_BALBc-1_X02_Y01_29_371', 'Cell Type: B cells')	1379	1629
('C-42093_BALBc-1_X02_Y01_294_471', 'Cell Type: B cells')	1644	1529
('C-42388_BALBc-1_X02_Y01_298_746', 'Cell Type: B cells')	1648	1254
('C-42422_BALBc-1_X02_Y01_299_309', 'Cell Type: B cells')	1649	1691
('C-42773_BALBc-1_X02_Y01_302_572', 'Cell Type: B cells')	1652	1428
('C-42875_BALBc-1_X02_Y01_303_626', 'Cell Type: B cells')	1653	1374
('C-42918_BALBc-1_X02_Y01_304_24', 'Cell Type: B cells')	1654	1976
('C-43254_BALBc-1_X02_Y01_309_522', 'Cell Type: B cells')	1659	1478
('C-43735_BALBc-1_X02_Y01_314_988', 'Cell Type: B cells')	1664	1012
('C-44336_BALBc-1_X02_Y01_321_884', 'Cell Type: B cells')	1671	1116
('C-44373_BALBc-1_X02_Y01_322_353', 'Cell Type: B cells')	1672	1647
('C-44527_BALBc-1_X02_Y01_324_319', 'Cell Type: B cells')	1674	1681
('C-44555_BALBc-1_X02_Y01_324_635', 'Cell Type: B cells')	1674	1365
('C-45166_BALBc-1_X02_Y01_331_409', 'Cell Type: B cells')	1681	1591
